name,frame,ra,dec,band_idx,wavelength_old,receiver_old,cfg_A_old,cfg_B_old,cfg_C_old,cfg_D_old,uvmin_kl_old,uvmax_kl_old,wavelength_new,receiver_new,cfg_A_new,cfg_B_new,cfg_C_new,cfg_D_new,uvmin_kl_new,uvmax_kl_new
0617-365,J2000,06h17m32.323928s,"-36d34'14.801892""",1,6cm,C,X,X,S,S,50.0,,6cm,C,X,X,S,S,,50.0
0617-365,J2000,06h17m32.323928s,"-36d34'14.801892""",2,3.7cm,X,X,X,S,S,50.0,,3.7cm,X,X,X,S,S,,50.0
0624+389,J2000,06h24m19.021305s,"38d56'48.735910""",0,20cm,L,S,S,X,X,30.0,,20cm,L,S,S,X,X,30.0,
0624+389,J2000,06h24m19.021305s,"38d56'48.735910""",1,6cm,C,P,P,S,X,30.0,,6cm,C,P,P,S,X,30.0,
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",0,90cm,P,S,S,X,X,7.0,30.0,90cm,P,S,S,X,X,7.0,30.0
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",1,20cm,L,X,S,S,S,30.0,,20cm,L,X,S,S,S,,30.0
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",2,6cm,C,X,X,S,P,30.0,,6cm,C,X,X,S,P,,30.0
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",3,3.7cm,X,X,X,S,P,30.0,,3.7cm,X,X,X,S,P,,30.0
0625+146,J2000,06h25m45.9187s,"14d40'19.550""",4,2cm,U,X,X,X,S,30.0,,2cm,U,X,X,X,S,,30.0
0625+446,J2000,06h25m18.265386s,"44d40'01.626220""",0,20cm,L,W,W,W,W,2.0,,20cm,L,W,W,W,W,2.0,
0626+820,J2000,06h26m03.006188s,"82d02'25.567640""",0,20cm,L,S,S,S,X,7.5,,20cm,L,S,S,S,X,7.5,
0627-058,J2000,06h27m10.0960s,"-05d53'04.768""",0,90cm,P,S,,,,10.0,,90cm,P,S,,,,10.0,
0629-199,J2000,06h29m23.761851s,"-19d59'19.723450""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0631+531,J2000,06h31m34.685922s,"53d11'27.756290""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0632+103,J2000,06h32m15.3269s,"10d22'01.676""",1,6cm,C,P,P,P,P,500.0,,6cm,C,P,P,P,P,,500.0
0632+103,J2000,06h32m15.3269s,"10d22'01.676""",2,3.7cm,X,S,S,S,S,500.0,,3.7cm,X,S,S,S,S,,500.0
0638+595,J2000,06h38m02.871906s,"59d33'22.214320""",0,20cm,L,S,S,X,X,6.0,,20cm,L,S,S,X,X,6.0,
0644+392,J2000,06h44m53.709551s,"39d14'47.533460""",0,20cm,L,S,X,X,X,50.0,,20cm,L,S,X,X,X,50.0,
0644-349,J2000,06h44m25.2817s,"-34d59'42.140""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0645+213,J2000,06h45m24.099508s,"21d21'51.201600""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0645+213,J2000,06h45m24.099508s,"21d21'51.201600""",1,6cm,C,S,S,S,X,15.0,,6cm,C,S,S,S,X,15.0,
0645+213,J2000,06h45m24.099508s,"21d21'51.201600""",2,3.7cm,X,P,P,S,X,10.0,,3.7cm,X,P,P,S,X,10.0,
0648-307,J2000,06h48m14.096441s,"-30d44'19.659400""",0,20cm,L,P,X,X,X,45.0,,20cm,L,P,X,X,X,45.0,
0650+600,J2000,06h50m31.254325s,"60d01'44.555690""",0,20cm,L,S,S,S,X,7.0,,20cm,L,S,S,S,X,7.0,
0650-166,J2000,06h50m24.581852s,"-16d37'39.725000""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
0651+691,J2000,06h51m54.9507s,"69d11'12.720""",0,20cm,L,S,S,X,X,15.0,75.0,20cm,L,S,S,X,X,15.0,75.0
0651+691,J2000,06h51m54.9507s,"69d11'12.720""",1,6cm,C,X,X,S,S,75.0,,6cm,C,X,X,S,S,,75.0
0653+370,J2000,06h53m58.282842s,"37d05'40.606420""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0654+452,J2000,06h54m23.713652s,"45d14'23.545580""",0,20cm,L,S,X,X,X,40.0,,20cm,L,S,X,X,X,40.0,
0654+452,J2000,06h54m23.713652s,"45d14'23.545580""",1,6cm,C,S,S,X,X,30.0,,6cm,C,S,S,X,X,30.0,
0654+452,J2000,06h54m23.713652s,"45d14'23.545580""",2,3.7cm,X,S,S,X,X,30.0,,3.7cm,X,S,S,X,X,30.0,
0655+541,J2000,06h55m14.8223s,"54d08'58.421""",0,90cm,P,X,X,S,S,2.0,,90cm,P,X,X,S,S,,2.0
0655+541,J2000,06h55m14.8223s,"54d08'58.421""",1,20cm,L,X,X,X,P,2.0,,20cm,L,X,X,X,P,,2.0
0658+693,J2000,06h58m46.4983s,"69d20'49.695""",0,20cm,L,S,S,X,X,30.0,,20cm,L,S,S,X,X,30.0,
0700+171,J2000,07h00m01.525538s,"17d09'21.701540""",0,20cm,L,S,S,S,S,20.0,,20cm,L,S,S,S,S,20.0,
0702+445,J2000,07h02m53.6790s,"44d31'11.940""",0,90cm,P,S,S,S,X,1.0,,90cm,P,S,S,S,X,1.0,
0702+445,J2000,07h02m53.6790s,"44d31'11.940""",1,20cm,L,X,P,P,P,30.0,,20cm,L,X,P,P,P,,30.0
0706-231,J2000,07h06m33.4782s,"-23d11'37.530""",0,90cm,P,S,S,S,X,2.0,15.0,90cm,P,S,S,S,X,2.0,15.0
0706-231,J2000,07h06m33.4782s,"-23d11'37.530""",1,20cm,L,X,X,P,P,15.0,,20cm,L,X,X,P,P,,15.0
0706-231,J2000,07h06m33.4782s,"-23d11'37.530""",2,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
0706-231,J2000,07h06m33.4782s,"-23d11'37.530""",3,3.7cm,X,X,X,X,S,15.0,,3.7cm,X,X,X,X,S,,15.0
0714+146,J2000,07h14m04.6352s,"14d36'20.629""",0,90cm,P,X,S,S,X,1.0,4.0,90cm,P,X,S,S,X,1.0,4.0
0714+146,J2000,07h14m04.6352s,"14d36'20.629""",1,20cm,L,X,X,X,S,4.0,,20cm,L,X,X,X,S,,4.0
0714+355,J2000,07h14m24.817480s,"35d34'39.795330""",0,20cm,L,P,P,S,X,5.0,,20cm,L,P,P,S,X,5.0,
0717+456,J2000,07h17m51.852407s,"45d38'03.261260""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
0721+713,J2000,07h21m53.448459s,"71d20'36.363390""",0,20cm,L,S,X,X,X,45.0,,20cm,L,S,X,X,X,45.0,
0725+144,J2000,07h25m16.807752s,"14d25'13.746840""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
0725-009,J2000,07h25m50.639953s,"-00d54'56.544380""",0,20cm,L,P,P,P,S,20.0,,20cm,L,P,P,P,S,20.0,
0726+791,J2000,07h26m11.735177s,"79d11'31.016240""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0728+146,J2000,07h28m10.3529s,"14d37'35.989""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
0728+570,J2000,07h28m49.631633s,"57d01'24.374400""",0,20cm,L,S,X,X,X,50.0,,20cm,L,S,X,X,X,50.0,
0729-366,J2000,07h29m05.415916s,"-36d39'45.240505""",0,20cm,L,P,P,S,X,10.0,,20cm,L,P,P,S,X,10.0,
0730+407,J2000,07h30m51.346570s,"40d49'50.826650""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
0730-116,J2000,07h30m19.112472s,"-11d41'12.600480""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
0733+503,J2000,07h33m52.520556s,"50d22'09.062070""",1,6cm,C,S,S,X,X,30.0,,6cm,C,S,S,X,X,30.0,
0733+503,J2000,07h33m52.520556s,"50d22'09.062070""",2,3.7cm,X,S,S,X,X,30.0,,3.7cm,X,S,S,X,X,30.0,
0735+331,J2000,07h35m55.5660s,"33d07'09.410""",0,90cm,P,S,S,S,X,1.0,,90cm,P,S,S,S,X,1.0,
0735+331,J2000,07h35m55.5660s,"33d07'09.410""",1,20cm,L,X,P,P,P,50.0,,20cm,L,X,P,P,P,,50.0
0735+478,J2000,07h35m02.311676s,"47d50'08.427470""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0737+596,J2000,07h37m30.087835s,"59d41'03.215010""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0738-064,J2000,07h38m57.175504s,"-06d26'58.056540""",0,20cm,L,X,S,S,X,6.0,30.0,20cm,L,X,S,S,X,6.0,30.0
0738-064,J2000,07h38m57.175504s,"-06d26'58.056540""",1,6cm,C,X,S,S,S,100.0,,6cm,C,X,S,S,S,,100.0
0738-304,J2000,07h38m19.7921s,"-30d25'04.886""",0,20cm,L,X,S,S,X,3.0,30.0,20cm,L,X,S,S,X,3.0,30.0
0738-304,J2000,07h38m19.7921s,"-30d25'04.886""",1,6cm,C,X,X,S,S,30.0,,6cm,C,X,X,S,S,,30.0
0738-333,J2000,07h38m16.949164s,"-33d22'12.777610""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0738-333,J2000,07h38m16.949164s,"-33d22'12.777610""",1,6cm,C,X,S,S,S,170.0,,6cm,C,X,S,S,S,,170.0
0738-333,J2000,07h38m16.949164s,"-33d22'12.777610""",2,3.7cm,X,X,S,S,S,170.0,,3.7cm,X,X,S,S,S,,170.0
0739+703,J2000,07h39m23.6847s,"70d23'11.739""",0,90cm,P,X,S,S,S,6.0,,90cm,P,X,S,S,S,,6.0
0739+703,J2000,07h39m23.6847s,"70d23'11.739""",1,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
0741+271,J2000,07h41m25.732829s,"27d06'45.391150""",0,20cm,L,S,S,X,X,12.0,,20cm,L,S,S,X,X,12.0,
0742+490,J2000,07h42m02.748956s,"49d00'15.609180""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0744+378,J2000,07h44m17.4612s,"37d53'17.206""",0,90cm,P,S,S,S,X,1.0,16.0,90cm,P,S,S,S,X,1.0,16.0
0744+378,J2000,07h44m17.4612s,"37d53'17.206""",1,20cm,L,X,X,S,S,16.0,,20cm,L,X,X,S,S,,16.0
0744-064,J2000,07h44m21.6605s,"-06d29'35.888""",0,90cm,P,S,S,S,X,1.0,,90cm,P,S,S,S,X,1.0,
0744-064,J2000,07h44m21.6605s,"-06d29'35.888""",1,20cm,L,S,P,P,P,90.0,,20cm,L,S,P,P,P,,90.0
0744-064,J2000,07h44m21.6605s,"-06d29'35.888""",2,6cm,C,X,S,P,P,90.0,,6cm,C,X,S,P,P,,90.0
0744-064,J2000,07h44m21.6605s,"-06d29'35.888""",3,3.7cm,X,X,X,S,P,90.0,,3.7cm,X,X,X,S,P,,90.0
0744-064,J2000,07h44m21.6605s,"-06d29'35.888""",4,2cm,U,X,X,S,S,90.0,,2cm,U,X,X,S,S,,90.0
0745+317,J2000,07h45m41.671522s,"31d42'56.615620""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0745+317,J2000,07h45m41.671522s,"31d42'56.615620""",1,6cm,C,S,S,S,X,20.0,,6cm,C,S,S,S,X,20.0,
0745+332,J2000,07h45m59.3263s,"33d13'34.130""",1,3.7cm,X,S,S,S,X,20.0,,3.7cm,X,S,S,S,X,20.0,
0745-007,J2000,07h45m54.082313s,"-00d44'17.539800""",0,20cm,L,S,S,S,X,10.0,,20cm,L,S,S,S,X,10.0,
0746+258,J2000,07h46m25.874166s,"25d49'02.134880""",0,20cm,L,S,S,S,S,2.0,,20cm,L,S,S,S,S,2.0,
0747-331,J2000,07h47m19.6883s,"-33d10'47.127""",1,6cm,C,S,S,S,S,400.0,,6cm,C,S,S,S,S,,400.0
0747-331,J2000,07h47m19.6883s,"-33d10'47.127""",2,3.7cm,X,P,P,P,P,400.0,,3.7cm,X,P,P,P,P,,400.0
0748+240,J2000,07h48m36.109278s,"24d00'24.110180""",0,6cm,C,S,S,X,X,30.0,,6cm,C,S,S,X,X,30.0,
0749+743,J2000,07h49m22.456679s,"74d20'41.592470""",0,20cm,L,S,S,X,X,15.0,,20cm,L,S,S,X,X,15.0,
0749-442,J2000,07h49m42.2556s,"-44d12'29.519""",0,20cm,L,X,X,S,S,10.0,,20cm,L,X,X,S,S,,10.0
0750+125,J2000,07h50m52.045731s,"12d31'04.828160""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0750+125,J2000,07h50m52.045731s,"12d31'04.828160""",2,3.7cm,X,P,P,P,P,400.0,,3.7cm,X,P,P,P,P,,400.0
0750+482,J2000,07h50m20.436304s,"48d14'53.556410""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0751+332,J2000,07h51m53.673238s,"33d13'19.817840""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0753+425,J2000,07h53m03.337482s,"42d31'30.765290""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
0753+538,J2000,07h53m01.384573s,"53d52'59.637160""",0,20cm,L,S,X,X,X,30.0,,20cm,L,S,X,X,X,30.0,
0757+099,J2000,07h57m06.642936s,"09d56'34.852100""",0,20cm,L,S,S,X,X,30.0,,20cm,L,S,S,X,X,30.0,
0801+142,J2000,08h01m33.5010s,"14d14'42.406""",0,90cm,P,X,S,S,X,1.0,7.0,90cm,P,X,S,S,X,1.0,7.0
0801+142,J2000,08h01m33.5010s,"14d14'42.406""",1,20cm,L,X,X,S,P,7.0,,20cm,L,X,X,S,P,,7.0
0801+142,J2000,08h01m33.5010s,"14d14'42.406""",2,6cm,C,X,X,X,S,7.0,,6cm,C,X,X,X,S,,7.0
0802+181,J2000,08h02m48.031945s,"18d09'49.249660""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0804+102,J2000,08h04m47.9546s,"10d15'22.548""",0,90cm,P,X,S,S,S,8.0,,90cm,P,X,S,S,S,,8.0
0804+102,J2000,08h04m47.9546s,"10d15'22.548""",1,20cm,L,X,X,S,P,8.0,,20cm,L,X,X,S,P,,8.0
0804+102,J2000,08h04m47.9546s,"10d15'22.548""",2,6cm,C,X,X,X,S,8.0,,6cm,C,X,X,X,S,,8.0
0804+102,J2000,08h04m47.9546s,"10d15'22.548""",3,3.7cm,X,X,X,X,S,8.0,,3.7cm,X,X,X,X,S,,8.0
0804-278,J2000,08h04m51.451191s,"-27d49'11.320180""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0805+617,J2000,08h05m18.1851s,"61d44'23.658""",0,20cm,L,S,X,X,X,40.0,,20cm,L,S,X,X,X,40.0,
0806+450,J2000,08h06m33.472504s,"45d04'32.272100""",0,20cm,L,S,X,X,X,20.0,,20cm,L,S,X,X,X,20.0,
0806-268,J2000,08h06m12.722573s,"-26d52'33.307830""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
0806-268,J2000,08h06m12.722573s,"-26d52'33.307830""",1,6cm,C,S,S,S,S,3.0,,6cm,C,S,S,S,S,3.0,
0808+408,J2000,08h08m56.652038s,"40d52'44.888890""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0808+498,J2000,08h08m39.666274s,"49d50'36.530460""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0808-078,J2000,08h08m15.536036s,"-07d51'09.886340""",0,20cm,L,X,S,S,X,6.0,40.0,20cm,L,X,S,S,X,6.0,40.0
0808-078,J2000,08h08m15.536036s,"-07d51'09.886340""",1,6cm,C,S,S,X,X,100.0,,6cm,C,S,S,X,X,100.0,
0811+017,J2000,08h11m26.707322s,"01d46'52.220020""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0813+482,J2000,08h13m36.0518s,"48d13'02.262""",0,90cm,P,X,X,S,S,3.0,,90cm,P,X,X,S,S,,3.0
0813+482,J2000,08h13m36.0518s,"48d13'02.262""",1,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
0814+459,J2000,08h14m30.3070s,"45d56'39.490""",0,90cm,P,S,S,X,X,3.0,30.0,90cm,P,S,S,X,X,3.0,30.0
0814+459,J2000,08h14m30.3070s,"45d56'39.490""",1,20cm,L,X,S,S,S,30.0,,20cm,L,X,S,S,S,,30.0
0814-356,J2000,08h14m14.6463s,"-35d38'25.593""",0,20cm,L,S,S,S,X,6.0,50.0,20cm,L,S,S,S,X,6.0,50.0
0814-356,J2000,08h14m14.6463s,"-35d38'25.593""",1,6cm,C,X,S,S,S,50.0,,6cm,C,X,S,S,S,,50.0
0815-031,J2000,08h15m27.8340s,"-03d08'26.847""",0,90cm,P,X,S,S,S,6.0,,90cm,P,X,S,S,S,,6.0
0815-031,J2000,08h15m27.8340s,"-03d08'26.847""",1,20cm,L,X,X,S,S,6.0,,20cm,L,X,X,S,S,,6.0
0818+423,J2000,08h18m15.999602s,"42d22'45.414940""",0,20cm,L,P,P,X,X,10.0,,20cm,L,P,P,X,X,10.0,
0820-129,J2000,08h20m57.447616s,"-12d58'59.169490""",1,6cm,C,S,S,X,X,100.0,,6cm,C,S,S,X,X,100.0,
0820-129,J2000,08h20m57.447616s,"-12d58'59.169490""",2,3.7cm,X,S,S,X,X,100.0,,3.7cm,X,S,S,X,X,100.0,
0821+470,J2000,08h21m33.8232s,"47d02'37.068""",0,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
0824+392,J2000,08h24m55.483865s,"39d16'41.904300""",3,2cm,U,X,X,P,P,200.0,,2cm,U,X,X,P,P,,200.0
0824+558,J2000,08h24m47.236351s,"55d52'42.669380""",0,20cm,L,P,S,X,X,20.0,,20cm,L,P,S,X,X,20.0,
0825+619,J2000,08h25m38.612256s,"61d57'28.579300""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
0825+619,J2000,08h25m38.612256s,"61d57'28.579300""",2,3.7cm,X,S,S,X,X,50.0,,3.7cm,X,S,S,X,X,50.0,
0826-225,J2000,08h26m01.572909s,"-22d30'27.202110""",0,20cm,L,P,X,X,X,50.0,,20cm,L,P,X,X,X,50.0,
0827+354,J2000,08h27m38.588225s,"35d25'05.077290""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
0827+354,J2000,08h27m38.588225s,"35d25'05.077290""",2,3.7cm,X,S,S,X,X,50.0,,3.7cm,X,S,S,X,X,50.0,
0827-204,J2000,08h27m17.2081s,"-20d26'21.716""",0,90cm,P,X,X,S,S,2.0,,90cm,P,X,X,S,S,,2.0
0827-204,J2000,08h27m17.2081s,"-20d26'21.716""",1,20cm,L,X,X,X,S,2.0,,20cm,L,X,X,X,S,,2.0
0830+241,J2000,08h30m52.086192s,"24d10'59.820460""",0,20cm,L,S,S,S,X,5.0,,20cm,L,S,S,S,X,5.0,
0831+044,J2000,08h31m48.876955s,"04d29'39.085340""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0831+044,J2000,08h31m48.876955s,"04d29'39.085340""",1,6cm,C,P,P,S,S,10.0,,6cm,C,P,P,S,S,10.0,
0832+185,J2000,08h32m16.040224s,"18d32'12.133260""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0832+492,J2000,08h32m23.216688s,"49d13'21.038230""",0,20cm,L,P,P,P,S,3.0,,20cm,L,P,P,P,S,3.0,
0834+555,J2000,08h34m54.904117s,"55d34'21.070980""",1,20cm,L,S,P,P,P,100.0,,20cm,L,S,P,P,P,,100.0
0834+555,J2000,08h34m54.904117s,"55d34'21.070980""",2,6cm,C,X,S,P,P,100.0,,6cm,C,X,S,P,P,,100.0
0834+555,J2000,08h34m54.904117s,"55d34'21.070980""",3,3.7cm,X,X,X,S,P,100.0,,3.7cm,X,X,X,S,P,,100.0
0834+555,J2000,08h34m54.904117s,"55d34'21.070980""",4,2cm,U,X,X,S,P,100.0,,2cm,U,X,X,S,P,,100.0
0835-451,J2000,08h35m20.655175s,"-45d10'35.153252""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0836+414,J2000,08h36m36.892645s,"41d25'54.712300""",1,6cm,C,S,S,X,X,30.0,,6cm,C,S,S,X,X,30.0,
0836+414,J2000,08h36m36.892645s,"41d25'54.712300""",2,3.7cm,X,S,S,X,X,30.0,,3.7cm,X,S,S,X,X,30.0,
0836-202,J2000,08h36m39.215215s,"-20d16'59.503500""",0,20cm,L,P,S,X,X,20.0,,20cm,L,P,S,X,X,20.0,
0837+249,J2000,08h37m40.245676s,"24d54'23.121600""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0837+584,J2000,08h37m22.409733s,"58d25'01.845210""",0,20cm,L,S,S,S,X,5.0,,20cm,L,S,S,S,X,5.0,
0837-198,J2000,08h37m11.1820s,"-19d51'56.810""",1,20cm,L,S,S,S,S,100.0,,20cm,L,S,S,S,S,,100.0
0837-198,J2000,08h37m11.1820s,"-19d51'56.810""",2,6cm,C,X,S,P,P,100.0,,6cm,C,X,S,P,P,,100.0
0837-198,J2000,08h37m11.1820s,"-19d51'56.810""",3,3.7cm,X,X,X,S,P,100.0,,3.7cm,X,X,X,S,P,,100.0
0837-198,J2000,08h37m11.1820s,"-19d51'56.810""",4,2cm,U,X,X,S,S,100.0,,2cm,U,X,X,S,S,,100.0
0839+033,J2000,08h39m49.195829s,"03d19'53.858020""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0840+132,J2000,08h40m47.5890s,"13d12'23.5600""",0,90cm,P,X,S,S,S,4.0,,90cm,P,X,S,S,S,,4.0
0840+132,J2000,08h40m47.5890s,"13d12'23.5600""",1,20cm,L,X,X,X,S,4.0,,20cm,L,X,X,X,S,,4.0
0841+708,J2000,08h41m24.365281s,"70d53'42.173090""",0,20cm,L,X,X,P,P,20.0,,20cm,L,X,X,P,P,,20.0
0841+708,J2000,08h41m24.365281s,"70d53'42.173090""",1,6cm,C,P,P,P,S,100.0,,6cm,C,P,P,P,S,100.0,
0841+708,J2000,08h41m24.365281s,"70d53'42.173090""",2,3.7cm,X,S,S,S,S,100.0,,3.7cm,X,S,S,S,S,100.0,
0846-261,J2000,08h46m00.733855s,"-26d10'54.155700""",0,20cm,L,P,P,S,X,6.0,,20cm,L,P,P,S,X,6.0,
0846-261,J2000,08h46m00.733855s,"-26d10'54.155700""",1,6cm,C,S,S,S,S,100.0,,6cm,C,S,S,S,S,,100.0
0847+573,J2000,08h47m28.060039s,"57d23'38.332950""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
0853-207,J2000,08h53m00.2659s,"-20d47'28.094""",0,20cm,L,X,X,X,P,2.0,,20cm,L,X,X,X,P,,2.0
0853-207,J2000,08h53m00.2659s,"-20d47'28.094""",1,6cm,C,X,X,X,X,2.0,,6cm,C,X,X,X,X,,2.0
0854+201,J2000,08h54m48.874925s,"20d06'30.640880""",0,20cm,L,P,P,P,S,3.0,,20cm,L,P,P,P,S,3.0,
0854+579,J2000,08h54m41.996385s,"57d57'29.939280""",0,20cm,L,S,S,X,X,30.0,,20cm,L,S,S,X,X,30.0,
0858+141,J2000,08h58m41.5518s,"14d09'44.626""",0,20cm,L,X,X,X,S,4.0,,20cm,L,X,X,X,S,,4.0
0900-281,J2000,09h00m40.0390s,"-28d08'20.350""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0903+468,J2000,09h03m03.990103s,"46d51'04.137530""",0,20cm,L,X,X,S,S,15.0,,20cm,L,X,X,S,S,,15.0
0903+468,J2000,09h03m03.990103s,"46d51'04.137530""",1,6cm,C,X,X,X,S,15.0,,6cm,C,X,X,X,S,,15.0
0903+518,J2000,09h03m58.574417s,"51d51'00.661630""",0,20cm,L,S,X,X,X,20.0,,20cm,L,S,X,X,X,20.0,
0903+679,J2000,09h03m53.155088s,"67d57'22.686280""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0909+013,J2000,09h09m10.091597s,"01d21'35.617650""",0,20cm,L,S,S,X,X,30.0,,20cm,L,S,S,X,X,30.0,
0909+428,J2000,09h09m33.4970s,"42d53'46.480""",0,90cm,P,X,S,S,S,5.0,,90cm,P,X,S,S,S,,5.0
0909+428,J2000,09h09m33.4970s,"42d53'46.480""",1,20cm,L,X,X,S,S,6.0,,20cm,L,X,X,S,S,,6.0
0914+027,J2000,09h14m37.913450s,"02d45'59.245970""",1,3.7cm,X,S,S,X,X,20.0,,3.7cm,X,S,S,X,X,20.0,
0915+295,J2000,09h15m52.401620s,"29d33'24.042740""",1,6cm,C,S,S,X,X,100.0,,6cm,C,S,S,X,X,100.0,
0915+295,J2000,09h15m52.401620s,"29d33'24.042740""",2,3.7cm,X,S,S,X,X,100.0,,3.7cm,X,S,S,X,X,100.0,
0916+389,J2000,09h16m48.904549s,"38d54'28.146610""",1,6cm,C,S,S,X,X,75.0,,6cm,C,S,S,X,X,75.0,
0916+389,J2000,09h16m48.904549s,"38d54'28.146610""",2,3.7cm,X,S,S,X,X,100.0,,3.7cm,X,S,S,X,X,100.0,
0920+446,J2000,09h20m58.458480s,"44d41'53.985020""",0,20cm,L,S,S,X,X,20.0,,20cm,L,S,S,X,X,20.0,
0921+622,J2000,09h21m36.231054s,"62d15'52.180350""",0,20cm,L,P,P,X,X,12.0,,20cm,L,P,P,X,X,12.0,
0922-399,J2000,09h22m46.418268s,"-39d59'35.067510""",1,6cm,C,S,X,X,X,200.0,,6cm,C,S,X,X,X,200.0,
0922-399,J2000,09h22m46.418268s,"-39d59'35.067510""",2,3.7cm,X,S,X,X,X,200.0,,3.7cm,X,S,X,X,X,200.0,
0927-205,J2000,09h27m51.824323s,"-20d34'51.232660""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
0927-205,J2000,09h27m51.824323s,"-20d34'51.232660""",1,6cm,C,P,P,X,X,45.0,,6cm,C,P,P,X,X,45.0,
0929+502,J2000,09h29m15.440206s,"50d13'35.990050""",0,20cm,L,S,S,S,X,6.0,,20cm,L,S,S,S,X,6.0,
0930+350,J2000,09h30m55.279075s,"35d03'37.608530""",0,6cm,C,X,X,S,S,30.0,,6cm,C,X,X,S,S,,30.0
0930+350,J2000,09h30m55.279075s,"35d03'37.608530""",1,3.7cm,X,X,X,S,S,30.0,,3.7cm,X,X,X,S,S,,30.0
0932+531,J2000,09h32m41.150834s,"53d06'33.800800""",0,20cm,L,S,X,X,X,60.0,,20cm,L,S,X,X,X,60.0,
0932+531,J2000,09h32m41.150834s,"53d06'33.800800""",1,6cm,C,S,S,X,X,50.0,,6cm,C,S,S,X,X,50.0,
0934+491,J2000,09h34m15.762283s,"49d08'21.730800""",0,20cm,L,S,S,X,X,10.0,,20cm,L,S,S,X,X,10.0,
0939+832,J2000,09h39m23.5849s,"83d15'27.170""",0,90cm,P,X,X,S,S,3.0,,90cm,P,X,X,S,S,,3.0
0939+832,J2000,09h39m23.5849s,"83d15'27.170""",1,20cm,L,X,X,X,S,3.0,,20cm,L,X,X,X,S,,3.0
0943-083,J2000,09h43m36.944364s,"-08d19'30.812400""",1,6cm,C,P,P,P,P,400.0,,6cm,C,P,P,P,P,,400.0
